new data
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
11:07:02,100.0,5.0,5.0,-4,300,
11:07:03,100.0,5.0,5.0,-4,300,
11:07:04,100.0,5.0,5.0,-4,300,
11:07:05,100.0,5.0,5.0,-4,300,
NEW DATA
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
11:07:10,1000.0,5.0,5.0,-4,300,
11:07:11,1000.0,5.0,5.0,-4,300,
11:07:13,1000.0,5.0,5.0,-4,300,
11:07:14,1000.0,5.0,5.0,-4,300,
new data
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
11:11:49,5.0,5.0,5.0,-4,300,
11:11:50,5.0,5.0,5.0,-4,300,
NEW DATA
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
11:11:55,455.0,5.0,5.0,-4,300,
11:11:56,455.0,5.0,5.0,-4,300,
11:11:58,455.0,5.0,5.0,-4,300,
11:11:59,455.0,5.0,5.0,-4,300,
11:12:01,455.0,5.0,5.0,-4,300,
11:12:02,455.0,5.0,5.0,-4,300,
11:12:03,455.0,5.0,5.0,-4,300,
11:12:04,455.0,5.0,5.0,-4,300,
11:12:05,455.0,5.0,5.0,-4,300,
11:12:06,455.0,5.0,5.0,-4,300,
11:12:07,455.0,5.0,5.0,-4,300,
new data
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
11:12:33,3.0,5.0,5.0,-4,300,
11:12:37,3.0,5.0,5.0,-4,300,
11:12:38,3.0,5.0,5.0,-4,300,
11:12:39,3.0,5.0,5.0,-4,300,
11:12:40,3.0,5.0,5.0,-4,300,
11:12:42,3.0,5.0,5.0,-4,300,
NEW DATA
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
11:12:48,1888.0,5.0,5.0,-4,300,
11:12:49,1888.0,5.0,5.0,-4,300,
11:12:50,1888.0,5.0,5.0,-4,300,
11:12:51,1888.0,5.0,5.0,-4,300,
11:12:52,1888.0,5.0,5.0,-4,300,
11:12:53,1888.0,5.0,5.0,-4,300,
11:12:54,1888.0,5.0,5.0,-4,300,
11:12:55,1888.0,5.0,5.0,-4,300,
11:12:56,1888.0,5.0,5.0,-4,300,
11:12:57,1888.0,5.0,5.0,-4,300,
new data
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
11:18:24,233.0,5.0,5.0,-4,300,
11:18:25,233.0,5.0,5.0,-4,300,
11:18:26,233.0,5.0,5.0,-4,300,
11:18:27,233.0,5.0,5.0,-4,300,
11:18:28,233.0,5.0,5.0,-4,300,
11:18:29,233.0,5.0,5.0,-4,300,
11:18:30,233.0,5.0,5.0,-4,300,
11:18:32,233.0,5.0,5.0,-4,300,
new data
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
11:20:26,100.0,5.0,5.0,-4,300,
11:20:27,100.0,5.0,5.0,-4,300,
new data
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
11:21:40,5.0,5.0,5.0,-4,300,
11:21:41,5.0,5.0,5.0,-4,300,
11:21:42,5.0,5.0,5.0,-4,300,
NEW DATA
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
11:21:49,100.0,5.0,1.0,-4,300,
11:21:50,100.0,5.0,1.0,-4,300,
11:21:51,100.0,5.0,1.0,-4,300,
new data
Time, BIAS, EGAIN, IGAIN, I-RANGE, Eapp_READOUT, Current_Readout, CHARGE(Q), Qexp
11:33:17,1.0,1.0,1.0,-4,300,
11:33:18,1.0,1.0,1.0,-4,300,
11:33:19,1.0,1.0,1.0,-4,300,
11:33:20,1.0,1.0,1.0,-4,300,
